id,external_id,name,name_short_display,description,website,is_organic,status,street_address,locality,region,postal_code,phone,latitude,longitude,is_closed,is_primary,open_to_public,location_type,location_type_display,country_iso_code,update_date,create_date,created_at,updated_at
1658,DBGYX8,Vindication Brewing Co.,Vindication,"A Brewery Founded on the Principles of Craft and Precision, with an Obsession for the Details of Quality, and a Belief in the Power of Beer to Bring People Together.",http://www.vindicationbrewing.com/,N,verified,6880 Winchester Circle,Boulder,Colorado,80301,1-303-530-0642,40.0768287,-105.192968,N,Y,Y,brewpub,Brewpub,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1659,REvca8,Sawtooth Brewery,Sawtooth,Sawtooth Brewery is Ketchum's local brewery. Come see us in the tap room for a pint from one of our 13 craft beers on draft!,http://www.sawtoothbrewery.com,N,verified,600 North Main Street,Ketchum,Idaho,83340,(208) 806-1368,43.6828048,-114.3668018,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1660,27QwTF,Cycle Brewing,Cycle,"The beer-making innovations of Doug Dozark at Peg's Cantina have inspired a new venture - Cycle Brewing. Doug, with the assistance of brew team Eric Trinosky and Kristina Kirk, have plans to take the brews he made famous at Peg's to St Pete and beyond.",http://www.pegscantina.com/,N,verified,534 central Ave,St Petersburg,Florida,33701,(727) 320-7954,27.7711623,-82.6409515,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1661,liy3ba,Sociable Cider Werks,Sociable Cider Werks,"Sociable is driven by a pretty simple vision. Cider should be much more than the lightly-alcoholic, made-from-concentrate, sweet apple juice boxes that currently dominate the shelf space. Sociable ciders are well carbonated, dry and always made from real apples. Simply put, they should be enjoyed like great draught beer. Sociable is not just hard cider, we're much more.",http://sociablecider.com/,N,verified,1500 Fillmore St. NE,Minneapolis,Minnesota,55413,(612) 758-0105,45.0034116,-93.2423736,N,Y,Y,cidery,Cidery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1662,wSHr5F,Friars' Brewhouse,Friars' Brewhouse,Friars' Brewhouse is located on the 34 acre grounds of St. Elizabeth Monastery perched on the side of Orcutt Mountain. The Franciscan Brothers of St. Elizabeth of Hungary are the friars that produce these artisan brews. Friars' Brewhouse beer is exclusively available at Bangor Wine and Cheese Co.,"",N,verified,21 Central Street,Bangor,Maine,04401,(207) 947-3770,44.8017614,-68.7713632,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1663,oFhOVX,Het Brouwcafe,Het Brouwcafe,Brewpub in Scheveningen Harbour,http://www.hetbrouwcafe.nl/,N,verified,Dr. Lelykade 28,Den Haag,Zuid Holland,2583 CM,+31 70-3540970,52.0998048,4.271931,N,Y,Y,brewpub,Brewpub,NL,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1664,u5aAwM,"Folklore Brewing & Meadery, LLC",Folklore Brewing & Meadery,"",http://www.folklorebrewing.com/,N,verified,268 Hagler Rd,Dothan,Alabama,36301,"",31.148652,-85.394785,N,Y,N,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1665,tU80tJ,Cölner Hofbrau Früh,Cölner Hofbrau Früh,"",http://www.frueh.de,N,verified,Am Hof 12-14,Köln,Nordrhein-Westfalen,D-50667,"",50.9396637,6.9571847,N,Y,Y,micro,Micro Brewery,DE,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1666,AZWOFe,Brauerei Früh am Dom,Fruh Brauerei,"",http://www.frueh-am-dom.de/,N,verified,Am Hof 12,Köln,"",50667,+49 221 2613215,50.939739,6.956986,N,Y,Y,micro,Micro Brewery,DE,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1667,ZP8R4u,Cutters Brewing Company,Cutters,"Cutters Brewing Company is a start-up, small scale nanobrewery operated by Emma Inman, Chris Inman, Monte Speicher, & Amanda Speicher.",http://cuttersbrewing.com/,N,verified,1927 S.Curry Pike,Bloomington,Indiana,47403,812-335-2337,39.1484081,-86.5825841,Y,Y,N,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1668,x5tPgB,"Fuller, Smith & Turner PLC","Fuller, Smith & Turner PBC","",http://www.fullers.co.uk/,N,verified,Chiswick Lane South,London,London,"",44-(0208)-996-2000,42.986895,-81.246214,N,Y,Y,micro,Micro Brewery,GB,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1669,FB4m0r,Kinetic Brewing Company,Kinetic,"Kinetic Brewing Company is the premier microbrewery in Lancaster, CA, located just 50 miles north of Los Angeles in the heart of the historic and newly gentrified downtown, The BLVD. Featuring international pub cuisine and fine American craft beer from Southern California and beyond.",http://www.kineticbrewing.com/,N,verified,735 W. Lancaster Blvd.,Lancaster,California,93534,661-942-BEER,34.6979296,-118.1433005,N,Y,Y,brewpub,Brewpub,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1670,M0V0CM,Franklin Street Brewing Company,Franklin Street,"As a small batch craft brewery, we believe in providing a rotating range of styles of high quality beers that would not normally be available in the region. Each month we will offer six or more different styles of beer for your enjoyment. With our 20 gallon system (and years of experience), our beers progressed from “drinkable” to award winning! Our IPA recipe won 2nd place in the Iowa State Fair home brewing competition in 2012 in the Imperial IPA category and 3rd place in the IPA category. Our Blonde Ale also took 3rd place in its category.",http://franklinstreetbrewing.com/,N,verified,116 S Franklin St,Manchester,Iowa,52057,(563) 927-2722,42.4838073,-91.457904,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1673,eGtqKZ,Windy Hill Orchard & Cidery,Windy Hill Orchard & Cidery,"We are the first, and only, licensed and bonded cidery in the Piedmont of the Carolinas. We produce various types of Award Winning Hand-Crafted Hard Ciders with a commitment to sustainable agricultural practices. As an extension of Windy Hill Orchard and Cidery, we are family owned and operated and located in York, SC. Please be sure to visit our facebook page and our orchard website for details about upcoming events, product news, and hours and directions.",http://windyhillorchard.com/yorkcider/,N,verified,1860 Black Highway,York,South Carolina,29745,(803) 684-0690,35.024739,-81.280858,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1674,nKDCcy,Quarry Brewing,Quarry,"Quarry Brewing, L.L.C., located in historic uptown Butte, Montana, has brought handcrafted beer back to the mining city after a 40-year absence. Chuck and Lyza Schnabel opened the Quarry on September 29, 2007. It has since garnered rave reviews from everyone who has tasted any one of the traditional-style ales produced on site. Chuck, our Brewer, continues to brew rich, flavorful beers with only the finest ingredients available: choice hops, barley, yeast and filtered water. One taste will tell you: We Dig Beer!",http://www.wedigbeer.com/,N,verified,124 West Broadway,Butte,Montana,59701,406-723-0245,46.013472,-112.538404,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1675,xDzvQP,Narrows Brewing,Narrows,"",http://narrowsbrewing.com/,N,verified,9007 S 19th ST,Tacoma,Washington,98466,(253) 327-1400,47.24412,-122.557862,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1676,5fNKv3,Galway Hooker,Galway Hooker,"We are an independent artisan brewery based in the west of Ireland dedicated to the production of high quality, natural and full flavoured beers. All of our beers are craft brewed by combining the finest ingredients with traditional brewing techniques. The result is a beer that has received numerous awards, including being twice named as Ireland’s Best Beer. We consider beer to be like any other food: the fresher and less processed the better. Our beers are therefore devoid of any preservatives and are brewed using only malt, hops yeast and water. We are passionate about producing exciting and innovative beers that are bursting with flavour and character. Galway Hooker was the first permanent pale ale to be produced in Ireland and is widely regarded as a leading light in the Irish craft beer sector. It has now firmly established itself as a favourite amongst beer enthusiasts. The brewery was established in 2006 by two first cousins, Aidan Murphy and Ronan Brennan. Aidan has over ten years experience in the brewing industry and has worked in several breweries around the world. He also holds a master’s degree in Brewing and Distilling. Ronan knows everything there is to know about craft beer and takes care of all our customers.",http://www.galwayhooker.ie/,N,verified,Deerpark,Oranmore,Co. Galway,"","",53.2578616,-8.9001336,N,Y,Y,micro,Micro Brewery,IE,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1677,igHAmp,Central State Brewing,Central State,"Central State explores the delicate art of yeast interaction and cultivation in an experimental process as a third wave brewery dedicating themselves to 100% Brett brewing. Founded by a technically-minded team with an experienced brewer, Central State aims to contribute to the innovation and knowledge-sharing culture that has defined this new generation of American brewing through experimentation, collaboration, and artisanal gypsy brewing. Central State Brewing Co. is part of a renaissance of craft-minded producers helping revitalize small and mid-size cities across the midwest, sharing their inventiveness with small pockets of like-minded drinkers across the country who are looking for unique flavors and textures in their beer.",http://www.centralstatebrewing.com/,N,verified,"","",Indiana,"","",40.2671941,-86.1349019,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1678,2Xfcil,Red Door Brewing Company,Red Door,"Red Door Brewing Company opened in Albuquerque in 2014. The company was founded by five original members who came together with the hopes of forming the greatest light jazz/thrash metal fusion band in history. When it turned out most of the members were terrible musicians the team re-evaluated their skills and decided to capitalize on Wayne and Rob’s extensive brewing experience, passion, and education, and open a brewery. Red Door Brewing Company strives to create a warm, welcoming atmosphere where you can grab an ice-cold, delicious beer and relax after a solid day’s work. We absolutely guarantee an environment free of rampaging gangs of rabid badgers which feed off chaos and lust for nothing but a dystopic, badger-ruled hellscape of a future. We are notably the only brewery in Albuquerque who has made that promise.Red Door Brewing Company opened in Albuquerque in 2014. The company was founded by five original members who came together with the hopes of forming the greatest light jazz/thrash metal fusion band in history. When it turned out most of the members were terrible musicians the team re-evaluated their skills and decided to capitalize on Wayne and Rob’s extensive brewing experience, passion, and education, and open a brewery. Red Door Brewing Company strives to create a warm, welcoming atmosphere where you can grab an ice-cold, delicious beer and relax after a solid day’s work. We absolutely guarantee an environment free of rampaging gangs of rabid badgers which feed off chaos and lust for nothing but a dystopic, badger-ruled hellscape of a future. We are notably the only brewery in Albuquerque who has made that promise.",http://reddoorbrewing.com/,N,verified,1001 Candelaria Rd. NE,Albuquerque,New Mexico,87107,(505) 633-6675,35.115841,-106.629143,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1679,LaGJwq,Sawdust City Brewing Co,Sawdust City,"Opening in the Spring of 2012 on the boardwalks of the Muskoka Wharf in the heart of Gravenhurst, Ontario; Sawdust City Brewing Co., will be a small brewery with an attached tied-house. Now, for everyone not affiliated with the provincial government, that simply means that Sawdust City will be makin' fresh, tasty beer and will be servin' local, tasty food. Why a ""tied-house"" you ask? Well, we here at the Sawdust City Brewing Co., we not only love beer, but we also love what beer can do! Beer has the unique ability to bring people together. We love to see people gatherin' together to eat great food, listen to great music or just to simply talk and tell some great stories. So along with makin' some fantastic beer, we set about lookin' to create a place where you could do all those things under one roof. And we wanted to do it right here on the shores of Lake Muskoka. So once the dust flies in 2012, come on down to the Sawdust City Brewing Co. and enjoy some great beer, some great food and some great company!",http://www.sawdustcitybrewing.com/,N,verified,PO Box 8,Gravenhurst,Ontario,P1P 1T5,"",44.925289,-79.375629,N,Y,Y,brewpub,Brewpub,CA,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1680,QtDyxR,612Brew,612Brew,"In the heart of the Northeast Minneapolis Arts and Brewery District, 612Brew calls Central and Broadway home. 612Brew produces small-batch beers to satisfy both the weekend beer drinker and the craft beer drinker with a discerning palate. Enjoy the local brewing culture while sipping a pint in our taproom, then look upon our mirror-polished tanks or sit in the courtyard amphitheater and rain garden. Come on, Minnesota. I'm Thirsty Already.",http://612brew.com/,N,verified,945 Broadway St,Minneapolis,Minnesota,55413,(612) 217-0437,44.9990755,-93.2464998,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1681,QYiAND,D.L. Geary Brewing Company,D.L. Geary,"The D.L. Geary Brewing Company was incorporated in October, 1983 by David and Karen Geary who shared the vision of producing world class products on a small scale for local and regional consumption. At that time, there were only 13 so-called microbreweries in the United States, almost all of them in California and the Pacific Northwest. In the winter of 1984, David Geary began a period of training and research in Scotland and England. With the help of Peter Maxwell Stuart, a Scottish nobleman and brewer who arranged introductions and itineraries, he worked in a half-dozen small commercial breweries from the highlands of Scotland to the south coast of England.",http://www.gearybrewing.com,N,verified,38 Evergreen Drive,Portland,Maine,04103,207-878-2337,43.7076099,-70.3148663,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1682,BtawHA,Genesee Brewing Company,Genesee,"This is a place where honest people have brewed honest beers for generations. Today, 400 employees focus on crafting and bottling quality beers every day. Founded in 1878, The Genesee Brewing Company, based in Rochester, New York, is one of the largest and oldest continually operating breweries in the United States. The Brewery makes the Genesee line of beers, including the iconic Genesee, the refreshing Genny Light, and the original Genesee Cream Ale. The Genesee Brewing Company is part of North American Breweries, the largest independently owned beer company in the United States. With a focus on product quality, facility upgrades (including the relighting of the iconic Genesee Beer & Ale sign), conservation initiatives and employee safety, North American Breweries has invested in the Genesee family of beers, its employees and the community. With a refreshed sense of pride and purpose, The Genesee Brewing Company will continue brewing the quality beers that people have loved for over a century.",http://www.geneseebeer.com/,N,verified,445 Saint Paul Street,Rochester,New York,14605,585-546-1030,43.164588,-77.615456,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1683,KZlIgk,Four Saints Brewing Company,Four Saints,"Four Saints Brewing Company began operations in May 2015 in Downtown Asheboro, NC. Four Saints focuses on Great Beer for Great People through award winning beers and supporting the local community in numerous ways. Andrew Deming and Joel McClosky, the owners and executives, met in 2008 and began working towards opening a brewery in 2011. A successful Kickstarter campaign and tremendous support from the City of Asheboro and community drove the renovation of a century old building into a modern seven barrel brewhouse and English/Irish pub inspired taproom.",http://foursaintsbrewing.com/,N,verified,218 South Fayetteville Street,Asheboro,North Carolina,27203,336-610-3722,35.7040289,-79.8145682,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1684,vq7ekR,Walkabout Brewing Company,Walkabout,"Walkabout Brewing Company was established in 1997 in Central Point, Oregon by founder and head brewer, Ross Litton. A native of Perth, Australia, Ross has been a resident of Oregon for 21 years. Walkabout brews have traditionally been available primarily in Southern Oregon; however distribution has now been expanded to include all Oregon and Southern Washington. The beers can be found on draft in bars and restaurants and in bottles at stores and markets. Walkabout bottles Worker's Pale Ale, Jabberwocky Strong Ale and Point the Bone IPA in 22oz bottles. Walkabout is distributed by Point Blank Distributing in Portland, Bend and the Willamette Valley, Summit Distributing in Southern Oregon, Bigfoot Distributing on the Oregon coast and by Alpha Distributing in Washington State. Walkabout products are brewed in a 7 barrel brew house in Medford, Oregon. The brewery is not only a manufacturing facility but houses a tasting room with a large patio and outdoor area, dock sales are available.",https://www.facebook.com/walkaboutbrewingco,N,verified,921 Mason Way,Medford,Oregon,97501,(541) 734-4677,42.3478795,-122.9026997,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1685,PS0Uh7,Motor City Brewing Works,Motor City Brewing Works,"Since our beginning in 1994, MCBW has been committed to producing hand-crafted superior quality beer. Our beer is unfiltered, unpasteurized assuring maximum freshness & delicious flavor Naturally! We hope you enjoy our labors as we contribute to the genuinely original exports of Detroit’s Cultural Center. A century of art, literature, music & now Beer! 20 BBL Custom fabricated brewery made from salvaged equipment & scrap of Detroit’s great industrial era, by the hands of Detroit’s finest artists, fabricators & craftsman.",http://motorcitybeer.com/,N,verified,470 West Canfield,Detroit,Michigan,48201,313-832-2700,42.3516649,-83.065841,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1686,T83Ot9,Around the Bend Beer Co.,Around the Bend Beer Co.,There's never been a more exciting time in craft beer. So come join us and let's see what's Around the Bend!,http://www.atbbeerco.com,N,verified,2601 W Diversey,Chicago,Illinois,60647,"",41.931994,-87.6933002,N,Y,N,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1687,5B5OnQ,Trap Rock Restaurant and Brewery,Trap Rock Restaurant,"Trap Rock Restaurant & Brewery opened its doors 1997 and combines seasonal craft brews with seasonal, American food. Designed by Morris Nathanson, Trap Rock Restaurant offers a working microbrewery and a comfortable European ski lodge atmosphere.",http://traprockrestaurant.net/,N,verified,279 Springfield Avenue,Berkeley Heights,New Jersey,07922,908-665-1755,40.688869,-74.434723,N,Y,Y,brewpub,Brewpub,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1688,opxjW7,Elk Mountain Brewing,Elk Mountain,"Elk Mountain Brewing, Inc., established in April of 2009, is owned and operated by Tom and Marcia Bell. Elk Mountain Brewing is a small scale microbrewery located in the industrial area of Parker, Co, serving truly unique handcrafted microbrews with award winning recipes. Tom Bell is the head brewer with nearly 20 years of experience. Although he brews a variety of beers, his specialty is German beers with a twist. For those non-drinkers we will have homemade Root Beer on tap.",http://www.elkmountainbrewing.com/,N,verified,18921 Plaza Drive Unit 104,Parker,Colorado,80134,303-805-2739,39.5269964,-104.7700573,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1689,m0cRMA,Ponderosa Brewing Company,Ponderosa,"Ponderosa Brewing Company was founded in 2014 for the Albuquerque beer drinker. We brew with our hearts in IPA country and our minds in Lager country. You will find a blend of German, Belgian, and good old New Mexican beers when you come down to visit us at our Pub in Old Town. We brew and cook on-site and look forward to sharing our beers and food with you! www.ponderosabrewing.com",http://www.ponderosabrewing.net,N,verified,1761 Bellamah Ave NW,Albuquerque,New Mexico,87104,"",35.1012454,-106.6641342,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1690,aJQnv0,Ad Lib Brewing Company,Ad Lib,"In 2011 a plan was hatched. Two flatmates Hayden and Fraser decided that they would start their own brewery. A month, and many beers later Ad Lib was born. The first beer UCom was made at the Twisted Hop, but due to the February earthquake this beer was never released. The quake only reinforced Ad Libs' belief, that they should continue, and a new premise and new inspiration was found. The good blokes at Wigram brewery gave them a hand and the magic that is Ad Lib Brewing finally reached you!",http://www.adlibbrewing.com/,N,verified,12 Haslett Place,Christchurch,"",8041,+64 27 327 1956,-43.5335225,172.57871,N,Y,Y,micro,Micro Brewery,NZ,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1691,8C6fp0,Gigantic Brewing Company,Gigantic,"Gigantic Brewing Company is an independent, crafty brewery located in the Southeast quadrant of the Peoples Republic of Portland. Brewer/Owners Ben Love and Van Havig are veterans of the Oregon brewing community. At Gigantic we only do two things: make the best damn IPA in Portland, Oregon and produce seasonal, exciting, flavorful beers, most of which will be brewed only once. Our goal is simultaneously to create new interpretations of classic styles and to ignore those same style guidelines completely and brew whatever our creative natures produce.",http://www.giganticbrewing.com/,N,verified,5224 SE 26th Ave,Portland,Oregon,97202,503-208-3416,45.485058,-122.6394966,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1692,wOEbD8,Rogness Brewing Company,Rogness,"Rogness Brewing Company specializes in creating small, handcrafted batches of beer. As decade long owners of a successful homebrew supply shop in Austin, TX, Forrest and Diane Rogness have experimented with many special hops and exotic ingredients. They are ready to share some of their more unique recipes with the world. Look for Rogness beers on draught, in cans, and bottles this Spring. Forrest and Diane have been married for 13 years and have a 7 year old daughter named Anna. Forrest started brewing in 1990 and purchased Austin Homebrew Supply in 1999. He holds a degree in Photography. Diane is originally from Iceland. She met Forrest at the University of Iowa and holds a degree in Art History. The rest of the team is Dan Wheeler, David Heath, David Ebel, Mark Tovar, Tony Bailey, and Daron White. Including Forrest, they have over 65 years of brewing experience.",http://www.rognessbrewing.com/,N,verified,2400 Patterson Industrial,Pflugerville,Texas,78660,512-670-2537,30.4020529,-97.6283924,Y,Y,N,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1693,WgTa5f,Black Hog Brewing Company,Black Hog,"Black Hog Brewing started with the story of food, family, and a love for craft beer. Brothers Jason and Tom Sobocinski come from a Polish/Italian family where food and drink is always the focus of every gathering. From Jason’s wedding to his son’s birthdays, roasting a pig has become the favorite way to celebrate any special occasion. Tyler Jones, an old family friend and former brewer of The Portsmouth Brewery in New Hampshire, contacted Jason and Tom with a plan to move to New Haven so his wife and son could be closer to their family. With a plan in the works to form a brewery that would celebrate family and food, they needed to encompass all that they were passionate about. When they celebrate, they roast a hog and the Berkshire hog is the breed of choice, thus Black Hog brewing was born! Black Hog Brewing (BHB) will have a strong tie to local agriculture with a focus on unique craft brews that are pleasant to drink and pair well with foods of all types. Black Hog Brewing will craft year round and seasonal brews with a seasonal Farm Land Series dedicating a percentage of proceeds to support CT Farm Land. 3-4 pig roasts per year, using CT raised Berkshire pigs fed our spent brewing grains will celebrate the release of our seasonal brews. We hope you’ll enjoy Black Hog Brewing Company at one of our pig roasts soon or whatever occasion brings you together for great beer and food with friends and family.",http://www.blackhogbrewing.com,N,verified,115 Hurley Rd,Oxford,Connecticut,06478,"",41.4757351,-73.1538361,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1694,WtMfgN,McCoy's Public House and Brewkitchen,McCoy's Public House and Brewkitchen,Over 10 house brewed beers on tap at any given time served with American Comfort food with a twist. We have been making beer for over 17 years and are one of the most popular brew pubs in the Kansas City area.,http://www.beerKC.com,N,verified,4057 Pennsylvania Avenue,Kansas City,Missouri,64111,(816) 960-0866,39.0534374,-94.5918844,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1695,GzfVh3,Retro Beer Company,Retro,"We are three-retired friends who believe that giving back to others is life's greatest virtue. We were raised on these basic ideals: Love for Community, Importance of Generosity, and the Need for Sustainability. History tells us that the invention of beer inspired the idea of community. When people come together to enjoy beer, amazing things happen: Friendships are sparked, stories are shared, ideas are cultivated. Beer is simply a social vehicle for people to discuss what really matters in life. Together we can be a driving force in giving back to a cause in your community. 20% of this beverage’s proceeds go to [insert charity]. With your help we can shift the purpose behind beer to generously give back to the community",http://www.retrobeercompany.com/,N,verified,100 S. York St.,Elmhurst,Illinois,60126,"",41.8991463,-87.9402547,N,Y,N,office,Office,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1696,FsjaTu,Central Waters Brewing Company,Central Waters,"Brewing since 1998, Central Waters Brewing Company is built on the solid reputation of producing the finest quality beer in Central Wisconsin: Ouisconsing Red Ale, Happy Heron Pale Ale, Mudpuppy Porter, and many more. Currently, Central Waters Brewing Company services over 200 retail locations in Central Wisconsin, and has expanded its product line to include 18 beer styles. Moving from Junction City to a new facility in Amherst, Wisconsin in January of 2007, Central Waters can better support the growing demand. CWBC continues to build on the solid reputation of producing the finest quality beers in Central Wisconsin.",http://www.centralwaters.com/,N,verified,351 Allen Street,Amherst,Wisconsin,54406,715-824-2739,44.4418999,-89.2797,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1697,JWd683,Shilling Brewing Company,Shilling,"Brewpub in Glasgow, UK",http://www.shillingbrewingcompany.co.uk,N,verified,92 West George Street,"",Glasgow,G2 1PJ,+44 141 353 1654,55.8623262,-4.2552103,N,Y,Y,micro,Micro Brewery,GB,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1698,jR1fcZ,Globe Brewing Company,Globe,"We don’t brew aggressive ales. In fact if you like high alcohol hopped up expensive beers, you probably won’t like us. Everyone to their own. But if you like great value clean refreshing lagers you’ll love us! We don't spend mega bucks on TV advertising campaigns like the big breweries . And we avoid employing expensive ""Communications Directors"" to manage social media and Facebook. That's not us. We put our money into quality and price. That’s why we are such great value, great tasting beers.","",N,verified,"",Brunswick,VIC,"","",-37.7667,144.9628,N,Y,N,micro,Micro Brewery,AU,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1699,4P7nEb,Sleeping Giant Brewing Company,Sleeping Giant,"The first, dedicated contract brewery in the Western United States. Catering to the craft community, we offer approachable brew lengths, a variety of packaging options and a personal level of customer service unique to the industry.",http://www.sleepinggiantbrewing.com,N,verified,2500 W 5th Ave,Denver,Colorado,80204,"",39.7234165,-105.016385,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1700,y7aFyk,Nickel Brook Brewing Company,Nickel Brook,"A family-owned microbrewery, with 30 years of brewing history, committed to producing an outstanding local product with European character.",http://www.nickelbrook.ca/,N,verified,864 Drury Lane,Burlington,Ontario,L7R 2E1,905-681-1226,43.343101,-79.80473,N,Y,Y,micro,Micro Brewery,CA,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1702,As8LVe,Cognition Brewing Company,Cognition,"Cognition Brewing Company is the newest addition to the growing craft beer scene here in Michigan’s Upper Peninsula. We are located right in the heart of the U.P. where the winters are long but enjoyed. We are proud to be located in an area that has such strong appreciation for community and locally made products. It only makes sense that the people that live here have strong work ethics and aren’t afraid to help one another out because that is what it takes to get by up here. It has been a long journey for us at Cognition Brewing Company and we are really excited to be bringing you a product that we have worked hard to produce. Whether you come visit us at the tap room or find our beer on tap somewhere else, we truly hope that you enjoy it to the fullest. Our beers are brewed in small batches in our humble 7 barrel brewery that is located in the historic Mather Inn. We want our beer to be more than just a beverage. We hope that when you sit down to a pint, you do so in great company and experience the beer to every degree.",https://cognitionbrewingcompany.com/,N,verified,113 E. Canda St.,Ishpeming,Michigan,49849,906-204-2724,46.4911759,-87.6688613,N,Y,N,tasting,Tasting Room,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1703,cSJ6eN,Chatham Brewing,Chatham,"Our beer is imported, from Main Street, that is. We were tired of the generic taste of mass-market beers. So we decided to brew our own. At least three times a week. Except when we're on a fishing trip. Our brewery in in Chatham, NY. You will find us right on Main Street.",http://chathambrewing.com/,N,verified,59 Main Street,Chatham,New York,12037,518-697-0202,42.3632658,-73.5952376,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1704,eJlHAD,Arch Rock Brewing Company,Arch Rock,Micro brewery on the Southern Oregon Coast with a 15 barrel brewhouse and 30 barrel fermenters.,http://www.archrockbrewingcompany.com,N,verified,28779 Hunter Creek Loop,Gold Beach,Oregon,97444,(541) 247-0555,42.3889236,-124.4154474,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1705,rhuvI3,Backpocket Brewing,Backpocket,"Backpocket Beer is German-inspired and hand-crafted right here in Iowa. We strive to provide Iowans with a simple, enjoyable world-class beer.",http://www.backpocketbrewing.com/,N,verified,903 Quarry Rd,Coralville,Iowa,52241,(319) 466-4444,41.6822688,-91.5597276,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
